Gene_Name	Gene_Start__bp_	Gene_End__bp_	Chromosome_Name	Strand	Enzyme	EC	RXN	Locally Duplicated	LD_ClusterIds	Stepsize 3, Top 5%	Amines and Polyamines Metabolism	Amino Acids Metabolism	Carbohydrates Metabolism	Cofactors Metabolism	Detoxification Metabolism	Energy Metabolism	Fatty Acids and Lipids Metabolism	Hormones Metabolism	Inorganic Nutrients Metabolism	Nitrogen-Containing Compounds	Nucleotides Metabolism	Phenylpropanoid Derivatives	Polyketides	Primary-Specialized Interface Metabolism	Redox Metabolism	Specialized Metabolism	Sugar Derivatives	Terpenoids	Signature Tailoring Enzyme Class	Signature or Tailoring
fgenesh1_kg.24_#_18_#_1780_1_CBOZ_CBPA	366162	367044	scaffold_24	-1	0			0	MCL_8863		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genemark1.C_240054	367119	369748	scaffold_24	-1	0			0	MCL_2060		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pm.C_240021	384602	387904	scaffold_24	-1	0			0	MCL_8882		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.24.64.1	396336	398574	scaffold_24	1	0			0	MCL_160		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.24.54.1	402794	405271	scaffold_24	-1	0			0	MCL_160		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8649_g	414811	418164	scaffold_24	1	0			0	MCL_3743		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pm.24_#_22	420466	421365	scaffold_24	-1	0			0	MCL_1228		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_kg.24_#_22_#_2167_1_CBOZ_CBPA	422381	423033	scaffold_24	1	0			0	MCL_8878		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pg.C_240043	437037	441966	scaffold_24	1	0			0	MCL_172		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
gw1.24.82.1	443270	443503	scaffold_24	1	0			0	MCL_3162		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genewise1.C_240041	445581	447200	scaffold_24	-1	0			0	MCL_324		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genewise1Plus.C_240042	448437	454861	scaffold_24	1	0			0	MCL_3191		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genemark1.C_240064	456121	462219	scaffold_24	1	1	EC-1.5.3.6	R-6-HYDROXYNICOTINE-OXIDASE-RXN, RXN-16528	0	MCL_4580		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0		
Genemark1.8656_g	462422	463281	scaffold_24	-1	0			0	MCL_1677		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.24.35.1	477366	480296	scaffold_24	1	0			0	MCL_992		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pm.24_#_26	487531	493125	scaffold_24	-1	1	EC-3.6.5.1	RXN0-1021	0	MCL_164		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_kg.24_#_25_#_1992_1_CBOZ_CBPA	495034	495978	scaffold_24	1	0			0	MCL_8866		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_kg.24_#_26_#_843_1_CBOZ_CBPA	496327	499056	scaffold_24	-1	0			0	MCL_4069		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8661_g	500546	501097	scaffold_24	1	0			0	MCL_8900		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.24.81.1	504876	505639	scaffold_24	-1	0			0	MCL_3807		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8663_g	511487	519628	scaffold_24	-1	1	EC-1.1.99	R221-RXN	0	MCL_5171	C725	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.24.93.1	520895	523986	scaffold_24	1	1	EC-2.1.1.11	RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN	0	MCL_762	C725	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	methyltransferase	tailoring
fgenesh1_pm.24_#_28	525451	532499	scaffold_24	1	1	EC-1.11.1.6, EC-1.11.1.21	CATAL-RXN	0	MCL_4036	C725	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0		
estExt_fgenesh1_pm.C_240029	535091	536338	scaffold_24	-1	0			0	MCL_4488	C725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pm.C_240030	537051	540554	scaffold_24	-1	1	EC-4.1.1.17	ORNDECARBOX-RXN	0	MCL_5820	C725	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genewise1Plus.C_240060	542623	545245	scaffold_24	-1	1	EC-4.1.1.50	SAMDECARB-RXN	0	MCL_8869	C725	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.24.16.1	547612	552028	scaffold_24	-1	0			0	MCL_5167	C725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8669_g	554573	555336	scaffold_24	1	0			0	MCL_2207	C725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pg.24_#_55	557974	561835	scaffold_24	-1	1	EC-3.2.1.4	RXN-2043	0	MCL_8700	C725	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8671_g	563059	565682	scaffold_24	1	1	EC-3.3.2.10, EC-3.1.3.76	3.3.2.10-RXN, 3.1.3.76-RXN	0	MCL_2190	C725	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pg.C_240056	566221	568256	scaffold_24	-1	0			0	MCL_8864		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genemark1.C_240082	570174	576083	scaffold_24	-1	0			0	MCL_609		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8674_g	576349	576932	scaffold_24	-1	0			0	MCL_876		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8675_g	579777	588329	scaffold_24	-1	0			0	MCL_1220		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pg.24_#_59	590973	595203	scaffold_24	1	0			0	MCL_3731		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
gw1.24.69.1	599235	601114	scaffold_24	-1	0			0	MCL_160		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pm.C_240032	606506	609077	scaffold_24	1	0			0	MCL_5944		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genemark1.C_240089	609294	610852	scaffold_24	-1	0			0	MCL_1209		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genemark1.C_240090	611862	613527	scaffold_24	1	0			0	MCL_1765		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_kg.24_#_31_#_210_1_CBOZ_CBPA	613659	615200	scaffold_24	1	0			0	MCL_5634		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
gw1.24.53.1	617938	620575	scaffold_24	1	0			0	MCL_1728		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.24.3.1	621973	633006	scaffold_24	1	0			0	MCL_4917		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8684_g	634312	644418	scaffold_24	-1	1	EC-4.2.1.104, EC-4.2.1.104	RXN-12893, R524-RXN	0	MCL_4685		0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0		
fgenesh1_kg.24_#_32_#_3144_0_CBOZ7711.g1_CBOZ_CBPA	648385	650370	scaffold_24	1	0			0	MCL_3743		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8686_g	650820	652296	scaffold_24	-1	0			0	MCL_4708		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8687_g	656405	659068	scaffold_24	1	0			0	MCL_2770		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genemark1.C_240097	659627	666708	scaffold_24	-1	1	EC-3.6.3.46	3.6.3.46-RXN	0	MCL_475		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		
Genemark1.8689_g	667831	673219	scaffold_24	1	0			0	MCL_6065		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8690_g	676707	677890	scaffold_24	-1	0			0	MCL_389		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_kg.24_#_34_#_4732_0_CBOZ4795.b1_CBOZ_CBPA	678109	678817	scaffold_24	-1	0			0	MCL_8889		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genemark1.C_240100	679577	686133	scaffold_24	-1	0			0	MCL_1371		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pm.24_#_37	701243	702619	scaffold_24	1	0			0	MCL_2337		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.24.98.1	704547	707332	scaffold_24	-1	0			0	MCL_2455		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pm.C_240037	707525	712802	scaffold_24	1	1	EC-2.3.1.179	2.3.1.179-RXN	0	MCL_538		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	acyltransferase	tailoring
fgenesh1_kg.24_#_36_#_2975_1_CBOZ_CBPA	713398	714118	scaffold_24	-1	0			0	MCL_8867		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
gw1.24.80.1	714620	714961	scaffold_24	-1	0			0	MCL_512		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
gw1.24.83.1	715244	715417	scaffold_24	-1	0			0	MCL_2876		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genemark1.C_240104	716319	724375	scaffold_24	1	0			0	MCL_299		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pg.24_#_74	725487	729762	scaffold_24	1	0			0	MCL_863		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_kg.24_#_37_#_4852_0_CBOZ579.g1_CBOZ_CBPA	730674	731355	scaffold_24	1	0			0	MCL_6703		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8697_g	731468	736707	scaffold_24	-1	0			0	MCL_555		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genewise1.C_240087	736882	738274	scaffold_24	1	0			0	MCL_73		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genewise1Plus.C_240089	738493	740899	scaffold_24	-1	0			0	MCL_4769		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.24.4.1	741470	744866	scaffold_24	-1	0			0	MCL_3510		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pm.C_240040	754561	755944	scaffold_24	-1	1	EC-2.4.2.39, EC-2.4.2.39, EC-2.4.2.39	2.4.2.39-RXN, RXN-12415, RXN-9461	0	MCL_2602		0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	glycosyltransferase	tailoring
estExt_fgenesh1_pg.C_240077	758277	761969	scaffold_24	1	1	EC-1.3.3.8	TETRAHYDROBERBERINE-OXIDASE-RXN	0	MCL_3571		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0		
fgenesh1_kg.24_#_40_#_4152_0_CBOZ10530.g1_CBOZ_CBPA	761952	762590	scaffold_24	-1	0			0	MCL_7050		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_kg.24_#_42_#_353_7_CBOZ_CBPA	766340	767500	scaffold_24	1	0			0	MCL_4109		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8703_g	774274	779197	scaffold_24	-1	0			0	MCL_303		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8704_g	783302	783790	scaffold_24	1	0			0	MCL_1228		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8705_g	784404	785444	scaffold_24	-1	0			0	MCL_656		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8710_g	793649	794133	scaffold_24	-1	0			0	MCL_2835		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pm.25_#_1	1990	18431	scaffold_25	1	1	EC-3.6.3.44	3.6.3.44-RXN	0	MCL_8		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8713_g	19467	20672	scaffold_25	-1	0			0	MCL_9342		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8714_g	21349	24819	scaffold_25	1	0			0	MCL_5659		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pg.25_#_4	27121	31132	scaffold_25	-1	1	EC-2.4.1.224, EC-2.4.1.225	2.4.1.224-RXN, 2.4.1.225-RXN	0	MCL_976		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	glycosyltransferase	tailoring
fgenesh1_pm.25_#_2	31961	35193	scaffold_25	1	1	EC-3.1.3.37	SEDOHEPTULOSE-BISPHOSPHATASE-RXN	0	MCL_511		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pm.C_250003	35382	38715	scaffold_25	-1	0			0	MCL_7208		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pm.C_250004	39575	43398	scaffold_25	-1	0			0	MCL_9341		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8718_g	50988	54381	scaffold_25	1	0			0	MCL_8640		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genemark1.C_250008	54701	56460	scaffold_25	-1	0			0	MCL_589		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pg.25_#_9	58214	66410	scaffold_25	-1	1	EC-3.2.1.22	RXN-12088	0	MCL_3608		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genemark1.C_250010	66841	69067	scaffold_25	1	0			0	MCL_4087		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8722_g	69682	72195	scaffold_25	-1	0			0	MCL_9336		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.25.72.1	72732	74969	scaffold_25	1	1	EC-2.7.8.11	2.7.8.11-RXN	0	MCL_8968		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pg.C_250013	75915	79148	scaffold_25	1	0			0	MCL_9351		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8725_g	79281	80405	scaffold_25	1	0			0	MCL_9337		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pg.C_250014	84825	89946	scaffold_25	-1	0			0	MCL_84		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pg.25_#_15	90918	93032	scaffold_25	-1	0			0	MCL_2662		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pm.25_#_8	93917	97858	scaffold_25	1	1	EC-3.1.1.14, EC-3.1.1.14	RXN-8357, RXN-12686	0	MCL_1913		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8729_g	98362	101934	scaffold_25	-1	0			0	MCL_809		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genemark1.C_250019	102953	110049	scaffold_25	-1	0			0	MCL_8962		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.25.124.1	111547	113590	scaffold_25	-1	0			0	MCL_1247		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8732_g	115931	121419	scaffold_25	1	0			0	MCL_2288		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8733_g	122624	128151	scaffold_25	1	1	EC-3.1.3.8	RXN0-1001	0	MCL_1756		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8734_g	130755	133642	scaffold_25	-1	0			0	MCL_2485		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genemark1.C_250024	134212	138308	scaffold_25	1	1	EC-1.3.1.39, EC-1.3.1.104, EC-2.3.1.86, EC-2.3.1.85, EC-1.3.1.10	ENOYL-ACP-REDUCT-NADPH-RXN	0	MCL_1410		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	acyltransferase	tailoring
estExt_fgenesh1_pm.C_250010	141116	153809	scaffold_25	1	0			0	MCL_17		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
gw1.25.39.1	155322	158740	scaffold_25	1	0			0	MCL_558		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genemark1.C_250027	161812	163776	scaffold_25	1	0			0	MCL_9349		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8739_g	164199	170990	scaffold_25	-1	0			0	MCL_570		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genemark1.C_250029	171717	172690	scaffold_25	1	0			0	MCL_9326		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pg.C_250027	172873	181545	scaffold_25	1	0			0	MCL_1955		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8741_g	182510	184272	scaffold_25	-1	0			0	MCL_552		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8742_g	186329	188087	scaffold_25	-1	0			0	MCL_5185		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pg.C_250030	188462	194245	scaffold_25	1	0			0	MCL_2595		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_kg.25_#_8_#_4524_0_CBOZ2344.g1_CBOZ_CBPA	194513	195267	scaffold_25	-1	0			0	MCL_9323		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pg.25_#_31	197309	198502	scaffold_25	1	0			0	MCL_3653		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8745_g	199939	200248	scaffold_25	1	0			0	MCL_2361		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genewise1Plus.C_250027	200699	208392	scaffold_25	-1	0			0	MCL_1648		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8747_g	208804	210371	scaffold_25	1	0			0	MCL_3441		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genemark1.C_250037	210931	227275	scaffold_25	1	0			0	MCL_1329		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8749_g	228394	232372	scaffold_25	1	0			0	MCL_5984		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.25.91.1	233435	234188	scaffold_25	-1	0			0	MCL_1479		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
gw1.25.127.1	242736	244028	scaffold_25	-1	0			0	MCL_1197		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pg.25_#_36	249517	250916	scaffold_25	1	0			0	MCL_1346		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pg.25_#_37	251762	257864	scaffold_25	1	0			0	MCL_728		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pg.25_#_38	258773	261077	scaffold_25	-1	0			0	MCL_1266		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8752_g	263855	278531	scaffold_25	-1	0			0	MCL_200		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.25.30.1	280362	283955	scaffold_25	-1	0			0	MCL_3891		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pg.25_#_41	284696	289422	scaffold_25	1	0			0	MCL_1671		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pm.25_#_17	290111	298045	scaffold_25	-1	1	EC-3.1.4.4	PHOSCHOL-RXN	0	MCL_1730		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pm.C_250018	298678	302249	scaffold_25	-1	0			0	MCL_3466		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pg.C_250043	302653	306719	scaffold_25	1	0			0	MCL_3077		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.25.5.1	307193	314678	scaffold_25	-1	0			0	MCL_1820		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pm.C_250020	329067	330278	scaffold_25	-1	0			0	MCL_9331		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
gw1.25.98.1	333793	333960	scaffold_25	-1	0			0	MCL_3283		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pg.25_#_46	339327	342972	scaffold_25	1	1	EC-2.3.1.20	DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN	0	MCL_1068		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	acyltransferase	tailoring
fgenesh1_pg.25_#_47	344695	350656	scaffold_25	-1	0			0	MCL_9352		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pg.25_#_48	352893	355918	scaffold_25	1	0			0	MCL_2443		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8764_g	357485	360969	scaffold_25	-1	0			0	MCL_9339		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8765_g	361322	364612	scaffold_25	1	0			0	MCL_3766		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pm.25_#_21	366304	374380	scaffold_25	-1	0			0	MCL_781		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pm.25_#_22	383149	384022	scaffold_25	1	0			0	MCL_8589		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_kg.25_#_11_#_4663_0_CBOZ3985.b1_CBOZ_CBPA	384981	386253	scaffold_25	-1	0			0	MCL_9346		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_kg.25_#_12_#_4663_0_CBOZ3985.g1_CBOZ_CBPA	387404	388084	scaffold_25	-1	0			0	MCL_9321		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pm.25_#_25	389167	391317	scaffold_25	-1	1	EC-4.1.1.65	PHOSPHASERDECARB-RXN	0	MCL_9350		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_kg.25_#_13_#_984_1_CBOZ_CBPA	392262	394636	scaffold_25	1	0			0	MCL_9332		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
gw1.25.114.1	400304	403173	scaffold_25	-1	0			0	MCL_160		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8770_g	404633	404989	scaffold_25	1	0			0	MCL_9319		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genemark1.C_250060	405012	408096	scaffold_25	1	0			0	MCL_2005		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.25.45.1	409504	412001	scaffold_25	-1	0			0	MCL_8216		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8773_g	413812	414285	scaffold_25	1	0			0	MCL_9330		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genewise1.C_250062	414523	417193	scaffold_25	-1	1	EC-3.5.3.26	URUR-RXN	0	MCL_7955	C727	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.25.17.1	418469	421730	scaffold_25	1	1	EC-3.2.1.2	RXN-1827	0	MCL_4589	C727	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8776_g	424109	426855	scaffold_25	-1	0			0	MCL_5147	C727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8777_g	428198	433085	scaffold_25	1	0			0	MCL_2911	C727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genemark1.C_250067	433595	434637	scaffold_25	-1	0			0	MCL_364	C727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pg.C_250061	434794	441050	scaffold_25	1	1	EC-2.4.1.241	RXN-1225	0	MCL_359	C727	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	glycosyltransferase	tailoring
fgenesh1_kg.25_#_16_#_1945_1_CBOZ_CBPA	441418	442073	scaffold_25	1	0			0	MCL_9324	C727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.25.110.1	442531	446989	scaffold_25	1	1	EC-2.7.1.30	GLYCEROL-KIN-RXN	0	MCL_1610	C727	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8781_g	447374	448169	scaffold_25	-1	0			0	MCL_1592	C727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_kg.25_#_17_#_3464_1_CBOZ_CBPA	449133	452190	scaffold_25	1	1	EC-5.5.1.6	CHALCONE-ISOMERASE-RXN	0	MCL_3867	C727	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	PSE	signature
Genemark1.8783_g	452890	453980	scaffold_25	-1	1	EC-1.14.13.81	RXN-13191, RXN-5282, RXN-5283, RXN-5284	0	MCL_8516	C727	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P450	tailoring
estExt_Genemark1.C_250073	454173	460450	scaffold_25	1	0			0	MCL_2465		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8785_g	460993	462153	scaffold_25	-1	0			0	MCL_413		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.8786_g	463890	466874	scaffold_25	1	0			0	MCL_3373		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
