Gene Name	Transcript Name	Protein Name
estExt_fgenesh1_pg.C_270013	49395	49395
estExt_fgenesh1_pg.C_270036	49408	49408
estExt_fgenesh1_pg.C_270043	49413	49413
estExt_fgenesh1_pg.C_270044	49414	49414
estExt_fgenesh1_pg.C_280005	49417	49417
estExt_fgenesh1_pg.C_280023	49421	49421
estExt_fgenesh1_pg.C_280031	49426	49426
estExt_fgenesh1_pg.C_290008	49432	49432
gw1.3.285.1	4945	4945
gw1.1.433.1	5003	5003
gw1.25.51.1	5038	5038
gw1.12.224.1	5055	5055
gw1.2.429.1	5160	5160
estExt_fgenesh1_pm.C_10009	52061	52061
estExt_fgenesh1_pm.C_10011	52062	52062
estExt_fgenesh1_pm.C_10018	52068	52068
estExt_fgenesh1_pm.C_10020	52070	52070
estExt_fgenesh1_pm.C_10023	52072	52072
estExt_fgenesh1_pm.C_10024	52073	52073
estExt_fgenesh1_pm.C_10025	52074	52074
estExt_fgenesh1_pm.C_10027	52075	52075
estExt_fgenesh1_pm.C_10032	52079	52079
estExt_fgenesh1_pm.C_10036	52083	52083
estExt_fgenesh1_pm.C_10037	52084	52084
estExt_fgenesh1_pm.C_10038	52085	52085
estExt_fgenesh1_pm.C_10039	52086	52086
estExt_fgenesh1_pm.C_10040	52087	52087
estExt_fgenesh1_pm.C_10049	52093	52093
estExt_fgenesh1_pm.C_10055	52096	52096
estExt_fgenesh1_pm.C_10057	52098	52098
estExt_fgenesh1_pm.C_10069	52104	52104
estExt_fgenesh1_pm.C_10071	52106	52106
estExt_fgenesh1_pm.C_10072	52107	52107
estExt_fgenesh1_pm.C_10074	52108	52108
estExt_fgenesh1_pm.C_10078	52111	52111
estExt_fgenesh1_pm.C_10079	52112	52112
estExt_fgenesh1_pm.C_10083	52114	52114
estExt_fgenesh1_pm.C_10085	52115	52115
estExt_fgenesh1_pm.C_10087	52117	52117
estExt_fgenesh1_pm.C_10092	52121	52121
estExt_fgenesh1_pm.C_10094	52123	52123
estExt_fgenesh1_pm.C_10096	52125	52125
estExt_fgenesh1_pm.C_10098	52126	52126
estExt_fgenesh1_pm.C_10101	52127	52127
estExt_fgenesh1_pm.C_10109	52130	52130
estExt_fgenesh1_pm.C_10115	52134	52134
estExt_fgenesh1_pm.C_10117	52135	52135
estExt_fgenesh1_pm.C_10125	52141	52141
estExt_fgenesh1_pm.C_10143	52155	52155
estExt_fgenesh1_pm.C_10144	52156	52156
estExt_fgenesh1_pm.C_10145	52157	52157
estExt_fgenesh1_pm.C_10153	52164	52164
estExt_fgenesh1_pm.C_10157	52166	52166
estExt_fgenesh1_pm.C_10166	52173	52173
estExt_fgenesh1_pm.C_10169	52176	52176
estExt_fgenesh1_pm.C_10178	52184	52184
estExt_fgenesh1_pm.C_10180	52185	52185
estExt_fgenesh1_pm.C_10184	52188	52188
estExt_fgenesh1_pm.C_10185	52189	52189
estExt_fgenesh1_pm.C_10186	52190	52190
estExt_fgenesh1_pm.C_10190	52193	52193
estExt_fgenesh1_pm.C_10192	52195	52195
estExt_fgenesh1_pm.C_10194	52196	52196
estExt_fgenesh1_pm.C_10210	52206	52206
estExt_fgenesh1_pm.C_10212	52207	52207
estExt_fgenesh1_pm.C_10213	52208	52208
estExt_fgenesh1_pm.C_10214	52209	52209
estExt_fgenesh1_pm.C_10221	52214	52214
estExt_fgenesh1_pm.C_10226	52217	52217
estExt_fgenesh1_pm.C_10230	52218	52218
estExt_fgenesh1_pm.C_10236	52219	52219
estExt_fgenesh1_pm.C_10237	52220	52220
estExt_fgenesh1_pm.C_10238	52221	52221
estExt_fgenesh1_pm.C_10241	52223	52223
estExt_fgenesh1_pm.C_10242	52224	52224
estExt_fgenesh1_pm.C_10243	52225	52225
estExt_fgenesh1_pm.C_10244	52226	52226
estExt_fgenesh1_pm.C_10260	52236	52236
estExt_fgenesh1_pm.C_10269	52241	52241
estExt_fgenesh1_pm.C_10272	52242	52242
estExt_fgenesh1_pm.C_10273	52243	52243
estExt_fgenesh1_pm.C_10274	52244	52244
estExt_fgenesh1_pm.C_10286	52253	52253
estExt_fgenesh1_pm.C_10292	52257	52257
estExt_fgenesh1_pm.C_10293	52258	52258
estExt_fgenesh1_pm.C_10303	52265	52265
estExt_fgenesh1_pm.C_10304	52266	52266
estExt_fgenesh1_pm.C_10307	52268	52268
estExt_fgenesh1_pm.C_10309	52270	52270
estExt_fgenesh1_pm.C_10313	52274	52274
estExt_fgenesh1_pm.C_10317	52277	52277
estExt_fgenesh1_pm.C_20007	52284	52284
estExt_fgenesh1_pm.C_20009	52285	52285
estExt_fgenesh1_pm.C_20023	52292	52292
estExt_fgenesh1_pm.C_20024	52293	52293
estExt_fgenesh1_pm.C_20025	52294	52294
estExt_fgenesh1_pm.C_20030	52298	52298
estExt_fgenesh1_pm.C_20031	52299	52299
estExt_fgenesh1_pm.C_20038	52305	52305
estExt_fgenesh1_pm.C_20040	52307	52307
estExt_fgenesh1_pm.C_20055	52317	52317
estExt_fgenesh1_pm.C_20064	52321	52321
estExt_fgenesh1_pm.C_20065	52322	52322
estExt_fgenesh1_pm.C_20066	52323	52323
estExt_fgenesh1_pm.C_20068	52325	52325
estExt_fgenesh1_pm.C_20070	52327	52327
estExt_fgenesh1_pm.C_20083	52336	52336
estExt_fgenesh1_pm.C_20086	52338	52338
estExt_fgenesh1_pm.C_20087	52339	52339
estExt_fgenesh1_pm.C_20088	52340	52340
estExt_fgenesh1_pm.C_20089	52341	52341
estExt_fgenesh1_pm.C_20093	52345	52345
estExt_fgenesh1_pm.C_20096	52348	52348
estExt_fgenesh1_pm.C_20097	52349	52349
estExt_fgenesh1_pm.C_20102	52353	52353
estExt_fgenesh1_pm.C_20104	52355	52355
estExt_fgenesh1_pm.C_20105	52356	52356
estExt_fgenesh1_pm.C_20106	52357	52357
estExt_fgenesh1_pm.C_20110	52360	52360
estExt_fgenesh1_pm.C_20111	52361	52361
estExt_fgenesh1_pm.C_20113	52363	52363
estExt_fgenesh1_pm.C_20116	52365	52365
estExt_fgenesh1_pm.C_20118	52367	52367
estExt_fgenesh1_pm.C_20120	52369	52369
estExt_fgenesh1_pm.C_20128	52375	52375
estExt_fgenesh1_pm.C_20132	52379	52379
estExt_fgenesh1_pm.C_20135	52381	52381
estExt_fgenesh1_pm.C_20138	52383	52383
estExt_fgenesh1_pm.C_20141	52384	52384
estExt_fgenesh1_pm.C_20143	52386	52386
estExt_fgenesh1_pm.C_20144	52387	52387
estExt_fgenesh1_pm.C_20145	52388	52388
estExt_fgenesh1_pm.C_20146	52389	52389
estExt_fgenesh1_pm.C_20147	52390	52390
estExt_fgenesh1_pm.C_20161	52401	52401
estExt_fgenesh1_pm.C_20165	52403	52403
estExt_fgenesh1_pm.C_20166	52404	52404
estExt_fgenesh1_pm.C_20173	52408	52408
estExt_fgenesh1_pm.C_20175	52410	52410
estExt_fgenesh1_pm.C_20176	52411	52411
estExt_fgenesh1_pm.C_20179	52413	52413
estExt_fgenesh1_pm.C_20180	52414	52414
estExt_fgenesh1_pm.C_20182	52416	52416
estExt_fgenesh1_pm.C_20189	52422	52422
estExt_fgenesh1_pm.C_20191	52424	52424
estExt_fgenesh1_pm.C_20192	52425	52425
estExt_fgenesh1_pm.C_20203	52433	52433
estExt_fgenesh1_pm.C_20207	52434	52434
estExt_fgenesh1_pm.C_20210	52437	52437
estExt_fgenesh1_pm.C_20212	52439	52439
estExt_fgenesh1_pm.C_20215	52441	52441
estExt_fgenesh1_pm.C_20216	52442	52442
estExt_fgenesh1_pm.C_20219	52445	52445
estExt_fgenesh1_pm.C_20223	52447	52447
estExt_fgenesh1_pm.C_20229	52451	52451
estExt_fgenesh1_pm.C_20254	52469	52469
estExt_fgenesh1_pm.C_20258	52473	52473
estExt_fgenesh1_pm.C_20260	52474	52474
estExt_fgenesh1_pm.C_20263	52476	52476
estExt_fgenesh1_pm.C_20264	52477	52477
estExt_fgenesh1_pm.C_20286	52493	52493
estExt_fgenesh1_pm.C_20291	52496	52496
estExt_fgenesh1_pm.C_20293	52498	52498
estExt_fgenesh1_pm.C_20296	52500	52500
estExt_fgenesh1_pm.C_20318	52516	52516
estExt_fgenesh1_pm.C_20322	52519	52519
estExt_fgenesh1_pm.C_30004	52525	52525
estExt_fgenesh1_pm.C_30013	52532	52532
estExt_fgenesh1_pm.C_30015	52534	52534
estExt_fgenesh1_pm.C_30017	52535	52535
estExt_fgenesh1_pm.C_30019	52537	52537
estExt_fgenesh1_pm.C_30024	52539	52539
estExt_fgenesh1_pm.C_30029	52543	52543
estExt_fgenesh1_pm.C_30033	52546	52546
estExt_fgenesh1_pm.C_30037	52550	52550
estExt_fgenesh1_pm.C_30038	52551	52551
estExt_fgenesh1_pm.C_30041	52553	52553
estExt_fgenesh1_pm.C_30047	52556	52556
estExt_fgenesh1_pm.C_30059	52565	52565
estExt_fgenesh1_pm.C_30061	52566	52566
estExt_fgenesh1_pm.C_30065	52569	52569
estExt_fgenesh1_pm.C_30066	52570	52570
estExt_fgenesh1_pm.C_30070	52573	52573
estExt_fgenesh1_pm.C_30073	52575	52575
estExt_fgenesh1_pm.C_30076	52577	52577
estExt_fgenesh1_pm.C_30085	52584	52584
estExt_fgenesh1_pm.C_30089	52588	52588
estExt_fgenesh1_pm.C_30092	52590	52590
estExt_fgenesh1_pm.C_30097	52594	52594
estExt_fgenesh1_pm.C_30098	52595	52595
estExt_fgenesh1_pm.C_30106	52601	52601
estExt_fgenesh1_pm.C_30107	52602	52602
estExt_fgenesh1_pm.C_30109	52604	52604
estExt_fgenesh1_pm.C_30119	52611	52611
estExt_fgenesh1_pm.C_30130	52618	52618
estExt_fgenesh1_pm.C_30137	52624	52624
estExt_fgenesh1_pm.C_30141	52626	52626
estExt_fgenesh1_pm.C_30147	52630	52630
estExt_fgenesh1_pm.C_30161	52641	52641
estExt_fgenesh1_pm.C_30163	52643	52643
estExt_fgenesh1_pm.C_30164	52644	52644
estExt_fgenesh1_pm.C_30170	52649	52649
estExt_fgenesh1_pm.C_30175	52651	52651
estExt_fgenesh1_pm.C_30177	52653	52653
estExt_fgenesh1_pm.C_30188	52662	52662
estExt_fgenesh1_pm.C_30191	52664	52664
estExt_fgenesh1_pm.C_30197	52669	52669
estExt_fgenesh1_pm.C_30202	52674	52674
estExt_fgenesh1_pm.C_30216	52684	52684
estExt_fgenesh1_pm.C_30218	52686	52686
estExt_fgenesh1_pm.C_30228	52694	52694
estExt_fgenesh1_pm.C_30231	52697	52697
estExt_fgenesh1_pm.C_30232	52698	52698
estExt_fgenesh1_pm.C_30254	52715	52715
estExt_fgenesh1_pm.C_30261	52721	52721
estExt_fgenesh1_pm.C_30264	52724	52724
estExt_fgenesh1_pm.C_30265	52725	52725
estExt_fgenesh1_pm.C_40001	52726	52726
estExt_fgenesh1_pm.C_40004	52729	52729
estExt_fgenesh1_pm.C_40011	52734	52734
estExt_fgenesh1_pm.C_40019	52742	52742
estExt_fgenesh1_pm.C_40021	52744	52744
estExt_fgenesh1_pm.C_40025	52747	52747
estExt_fgenesh1_pm.C_40032	52753	52753
estExt_fgenesh1_pm.C_40033	52754	52754
estExt_fgenesh1_pm.C_40035	52756	52756
estExt_fgenesh1_pm.C_40037	52757	52757
estExt_fgenesh1_pm.C_40043	52762	52762
estExt_fgenesh1_pm.C_40054	52768	52768
estExt_fgenesh1_pm.C_40064	52776	52776
estExt_fgenesh1_pm.C_40085	52790	52790
estExt_fgenesh1_pm.C_40087	52792	52792
estExt_fgenesh1_pm.C_40088	52793	52793
estExt_fgenesh1_pm.C_40089	52794	52794
estExt_fgenesh1_pm.C_40091	52795	52795
estExt_fgenesh1_pm.C_40094	52797	52797
estExt_fgenesh1_pm.C_40098	52799	52799
estExt_fgenesh1_pm.C_40099	52800	52800
estExt_fgenesh1_pm.C_40101	52802	52802
estExt_fgenesh1_pm.C_40102	52803	52803
estExt_fgenesh1_pm.C_40103	52804	52804
estExt_fgenesh1_pm.C_40104	52805	52805
estExt_fgenesh1_pm.C_40106	52807	52807
estExt_fgenesh1_pm.C_40107	52808	52808
estExt_fgenesh1_pm.C_40112	52811	52811
estExt_fgenesh1_pm.C_40114	52813	52813
estExt_fgenesh1_pm.C_40122	52816	52816
estExt_fgenesh1_pm.C_40125	52817	52817
estExt_fgenesh1_pm.C_40137	52827	52827
estExt_fgenesh1_pm.C_40140	52830	52830
estExt_fgenesh1_pm.C_40148	52834	52834
estExt_fgenesh1_pm.C_40150	52836	52836
estExt_fgenesh1_pm.C_40168	52849	52849
estExt_fgenesh1_pm.C_40169	52850	52850
estExt_fgenesh1_pm.C_40177	52854	52854
estExt_fgenesh1_pm.C_40191	52862	52862
estExt_fgenesh1_pm.C_40209	52872	52872
estExt_fgenesh1_pm.C_40210	52873	52873
estExt_fgenesh1_pm.C_40211	52874	52874
estExt_fgenesh1_pm.C_40212	52875	52875
estExt_fgenesh1_pm.C_40215	52878	52878
estExt_fgenesh1_pm.C_40219	52881	52881
estExt_fgenesh1_pm.C_40224	52886	52886
estExt_fgenesh1_pm.C_40237	52894	52894
estExt_fgenesh1_pm.C_40241	52897	52897
estExt_fgenesh1_pm.C_40244	52899	52899
estExt_fgenesh1_pm.C_40249	52901	52901
estExt_fgenesh1_pm.C_40254	52906	52906
estExt_fgenesh1_pm.C_40256	52908	52908
estExt_fgenesh1_pm.C_40260	52911	52911
estExt_fgenesh1_pm.C_40264	52915	52915
estExt_fgenesh1_pm.C_40272	52923	52923
estExt_fgenesh1_pm.C_40274	52925	52925
estExt_fgenesh1_pm.C_40285	52933	52933
estExt_fgenesh1_pm.C_40289	52936	52936
estExt_fgenesh1_pm.C_40290	52937	52937
estExt_fgenesh1_pm.C_40297	52943	52943
estExt_fgenesh1_pm.C_40298	52944	52944
estExt_fgenesh1_pm.C_40299	52945	52945
estExt_fgenesh1_pm.C_50001	52946	52946
estExt_fgenesh1_pm.C_50004	52948	52948
estExt_fgenesh1_pm.C_50011	52952	52952
estExt_fgenesh1_pm.C_50019	52958	52958
estExt_fgenesh1_pm.C_50022	52960	52960
estExt_fgenesh1_pm.C_50029	52967	52967
estExt_fgenesh1_pm.C_50033	52971	52971
estExt_fgenesh1_pm.C_50037	52973	52973
estExt_fgenesh1_pm.C_50051	52981	52981
estExt_fgenesh1_pm.C_50055	52983	52983
estExt_fgenesh1_pm.C_50062	52988	52988
estExt_fgenesh1_pm.C_50063	52989	52989
estExt_fgenesh1_pm.C_50070	52996	52996
estExt_fgenesh1_pm.C_50072	52998	52998
estExt_fgenesh1_pm.C_50073	52999	52999
estExt_fgenesh1_pm.C_50077	53001	53001
estExt_fgenesh1_pm.C_50079	53003	53003
estExt_fgenesh1_pm.C_50084	53006	53006
estExt_fgenesh1_pm.C_50090	53011	53011
estExt_fgenesh1_pm.C_50092	53012	53012
estExt_fgenesh1_pm.C_50102	53019	53019
gw1.18.145.1	5302	5302
estExt_fgenesh1_pm.C_50105	53022	53022
estExt_fgenesh1_pm.C_50109	53024	53024
estExt_fgenesh1_pm.C_50111	53025	53025
estExt_fgenesh1_pm.C_50113	53027	53027
estExt_fgenesh1_pm.C_50118	53031	53031
estExt_fgenesh1_pm.C_50119	53032	53032
estExt_fgenesh1_pm.C_50126	53035	53035
estExt_fgenesh1_pm.C_50132	53041	53041
estExt_fgenesh1_pm.C_50138	53046	53046
estExt_fgenesh1_pm.C_50140	53048	53048
estExt_fgenesh1_pm.C_50143	53049	53049
estExt_fgenesh1_pm.C_50145	53051	53051
estExt_fgenesh1_pm.C_50150	53052	53052
estExt_fgenesh1_pm.C_50157	53056	53056
estExt_fgenesh1_pm.C_50161	53060	53060
estExt_fgenesh1_pm.C_50166	53064	53064
estExt_fgenesh1_pm.C_50168	53066	53066
estExt_fgenesh1_pm.C_50177	53072	53072
estExt_fgenesh1_pm.C_50182	53077	53077
estExt_fgenesh1_pm.C_50188	53082	53082
estExt_fgenesh1_pm.C_50193	53085	53085
estExt_fgenesh1_pm.C_50194	53086	53086
estExt_fgenesh1_pm.C_50198	53090	53090
estExt_fgenesh1_pm.C_50202	53093	53093
estExt_fgenesh1_pm.C_50204	53095	53095
estExt_fgenesh1_pm.C_50208	53099	53099
estExt_fgenesh1_pm.C_50211	53101	53101
estExt_fgenesh1_pm.C_50215	53105	53105
estExt_fgenesh1_pm.C_50226	53113	53113
estExt_fgenesh1_pm.C_50235	53121	53121
estExt_fgenesh1_pm.C_50239	53125	53125
estExt_fgenesh1_pm.C_50244	53127	53127
estExt_fgenesh1_pm.C_60005	53133	53133
estExt_fgenesh1_pm.C_60006	53134	53134
estExt_fgenesh1_pm.C_60008	53136	53136
estExt_fgenesh1_pm.C_60010	53138	53138
estExt_fgenesh1_pm.C_60012	53140	53140
estExt_fgenesh1_pm.C_60015	53143	53143
estExt_fgenesh1_pm.C_60017	53145	53145
estExt_fgenesh1_pm.C_60018	53146	53146
estExt_fgenesh1_pm.C_60019	53147	53147
estExt_fgenesh1_pm.C_60026	53153	53153
estExt_fgenesh1_pm.C_60030	53154	53154
estExt_fgenesh1_pm.C_60031	53155	53155
estExt_fgenesh1_pm.C_60033	53156	53156
estExt_fgenesh1_pm.C_60054	53168	53168
estExt_fgenesh1_pm.C_60060	53173	53173
estExt_fgenesh1_pm.C_60061	53174	53174
estExt_fgenesh1_pm.C_60062	53175	53175
estExt_fgenesh1_pm.C_60063	53176	53176
estExt_fgenesh1_pm.C_60064	53177	53177
estExt_fgenesh1_pm.C_60066	53179	53179
estExt_fgenesh1_pm.C_60067	53180	53180
estExt_fgenesh1_pm.C_60068	53181	53181
estExt_fgenesh1_pm.C_60072	53183	53183
estExt_fgenesh1_pm.C_60074	53185	53185
estExt_fgenesh1_pm.C_60076	53187	53187
estExt_fgenesh1_pm.C_60077	53188	53188
estExt_fgenesh1_pm.C_60084	53193	53193
estExt_fgenesh1_pm.C_60086	53195	53195
estExt_fgenesh1_pm.C_60098	53206	53206
estExt_fgenesh1_pm.C_60100	53207	53207
estExt_fgenesh1_pm.C_60104	53211	53211
estExt_fgenesh1_pm.C_60112	53216	53216
estExt_fgenesh1_pm.C_60113	53217	53217
estExt_fgenesh1_pm.C_60115	53219	53219
estExt_fgenesh1_pm.C_60134	53234	53234
estExt_fgenesh1_pm.C_60137	53237	53237
estExt_fgenesh1_pm.C_60140	53240	53240
estExt_fgenesh1_pm.C_60142	53242	53242
estExt_fgenesh1_pm.C_60149	53249	53249
gw1.20.136.1	5325	5325
estExt_fgenesh1_pm.C_60154	53254	53254
estExt_fgenesh1_pm.C_60156	53256	53256
estExt_fgenesh1_pm.C_60157	53257	53257
estExt_fgenesh1_pm.C_60158	53258	53258
estExt_fgenesh1_pm.C_60168	53265	53265
estExt_fgenesh1_pm.C_60170	53267	53267
estExt_fgenesh1_pm.C_60189	53276	53276
estExt_fgenesh1_pm.C_60190	53277	53277
estExt_fgenesh1_pm.C_60192	53278	53278
estExt_fgenesh1_pm.C_60197	53282	53282
estExt_fgenesh1_pm.C_60208	53289	53289
gw1.23.99.1	5329	5329
estExt_fgenesh1_pm.C_60209	53290	53290
estExt_fgenesh1_pm.C_60212	53292	53292
estExt_fgenesh1_pm.C_60214	53293	53293
estExt_fgenesh1_pm.C_60215	53294	53294
estExt_fgenesh1_pm.C_60225	53302	53302
estExt_fgenesh1_pm.C_60227	53304	53304
estExt_fgenesh1_pm.C_60228	53305	53305
estExt_fgenesh1_pm.C_60230	53307	53307
estExt_fgenesh1_pm.C_70015	53321	53321
estExt_fgenesh1_pm.C_70022	53324	53324
estExt_fgenesh1_pm.C_70026	53327	53327
estExt_fgenesh1_pm.C_70032	53333	53333
estExt_fgenesh1_pm.C_70033	53334	53334
estExt_fgenesh1_pm.C_70035	53335	53335
estExt_fgenesh1_pm.C_70036	53336	53336
estExt_fgenesh1_pm.C_70040	53338	53338
estExt_fgenesh1_pm.C_70049	53345	53345
estExt_fgenesh1_pm.C_70050	53346	53346
estExt_fgenesh1_pm.C_70054	53349	53349
estExt_fgenesh1_pm.C_70061	53353	53353
estExt_fgenesh1_pm.C_70062	53354	53354
estExt_fgenesh1_pm.C_70063	53355	53355
estExt_fgenesh1_pm.C_70069	53359	53359
estExt_fgenesh1_pm.C_70076	53365	53365
estExt_fgenesh1_pm.C_70081	53369	53369
estExt_fgenesh1_pm.C_70082	53370	53370
estExt_fgenesh1_pm.C_70084	53372	53372
estExt_fgenesh1_pm.C_70091	53378	53378
estExt_fgenesh1_pm.C_70092	53379	53379
estExt_fgenesh1_pm.C_70094	53380	53380
estExt_fgenesh1_pm.C_70097	53383	53383
estExt_fgenesh1_pm.C_70108	53391	53391
estExt_fgenesh1_pm.C_70111	53394	53394
estExt_fgenesh1_pm.C_70114	53397	53397
estExt_fgenesh1_pm.C_70115	53398	53398
estExt_fgenesh1_pm.C_70117	53399	53399
estExt_fgenesh1_pm.C_70119	53400	53400
estExt_fgenesh1_pm.C_70130	53409	53409
estExt_fgenesh1_pm.C_70134	53412	53412
estExt_fgenesh1_pm.C_70140	53414	53414
estExt_fgenesh1_pm.C_70161	53430	53430
estExt_fgenesh1_pm.C_70162	53431	53431
estExt_fgenesh1_pm.C_70164	53432	53432
estExt_fgenesh1_pm.C_70169	53436	53436
estExt_fgenesh1_pm.C_70171	53438	53438
estExt_fgenesh1_pm.C_70174	53440	53440
estExt_fgenesh1_pm.C_70178	53444	53444
estExt_fgenesh1_pm.C_70185	53449	53449
estExt_fgenesh1_pm.C_70187	53450	53450
estExt_fgenesh1_pm.C_70188	53451	53451
estExt_fgenesh1_pm.C_70191	53453	53453
estExt_fgenesh1_pm.C_70194	53456	53456
estExt_fgenesh1_pm.C_70200	53459	53459
estExt_fgenesh1_pm.C_70205	53461	53461
estExt_fgenesh1_pm.C_80006	53470	53470
estExt_fgenesh1_pm.C_80010	53472	53472
estExt_fgenesh1_pm.C_80013	53474	53474
estExt_fgenesh1_pm.C_80016	53476	53476
estExt_fgenesh1_pm.C_80018	53478	53478
estExt_fgenesh1_pm.C_80020	53480	53480
estExt_fgenesh1_pm.C_80021	53481	53481
estExt_fgenesh1_pm.C_80022	53482	53482
estExt_fgenesh1_pm.C_80028	53488	53488
estExt_fgenesh1_pm.C_80030	53490	53490
estExt_fgenesh1_pm.C_80031	53491	53491
estExt_fgenesh1_pm.C_80034	53493	53493
estExt_fgenesh1_pm.C_80036	53495	53495
estExt_fgenesh1_pm.C_80044	53501	53501
estExt_fgenesh1_pm.C_80054	53510	53510
estExt_fgenesh1_pm.C_80059	53513	53513
estExt_fgenesh1_pm.C_80062	53515	53515
estExt_fgenesh1_pm.C_80066	53517	53517
estExt_fgenesh1_pm.C_80067	53518	53518
estExt_fgenesh1_pm.C_80068	53519	53519
estExt_fgenesh1_pm.C_80070	53521	53521
estExt_fgenesh1_pm.C_80071	53522	53522
estExt_fgenesh1_pm.C_80075	53525	53525
estExt_fgenesh1_pm.C_80080	53530	53530
estExt_fgenesh1_pm.C_80081	53531	53531
estExt_fgenesh1_pm.C_80082	53532	53532
estExt_fgenesh1_pm.C_80084	53534	53534
estExt_fgenesh1_pm.C_80093	53540	53540
estExt_fgenesh1_pm.C_80100	53546	53546
estExt_fgenesh1_pm.C_80102	53548	53548
estExt_fgenesh1_pm.C_80109	53553	53553
estExt_fgenesh1_pm.C_80111	53555	53555
estExt_fgenesh1_pm.C_80115	53558	53558
estExt_fgenesh1_pm.C_80118	53559	53559
estExt_fgenesh1_pm.C_80135	53568	53568
estExt_fgenesh1_pm.C_80136	53569	53569
estExt_fgenesh1_pm.C_80138	53571	53571
estExt_fgenesh1_pm.C_90003	53574	53574
estExt_fgenesh1_pm.C_90009	53578	53578
estExt_fgenesh1_pm.C_90010	53579	53579
estExt_fgenesh1_pm.C_90013	53581	53581
estExt_fgenesh1_pm.C_90015	53583	53583
estExt_fgenesh1_pm.C_90017	53585	53585
estExt_fgenesh1_pm.C_90019	53587	53587
estExt_fgenesh1_pm.C_90020	53588	53588
estExt_fgenesh1_pm.C_90021	53589	53589
estExt_fgenesh1_pm.C_90023	53591	53591
estExt_fgenesh1_pm.C_90036	53601	53601
estExt_fgenesh1_pm.C_90043	53607	53607
estExt_fgenesh1_pm.C_90046	53610	53610
estExt_fgenesh1_pm.C_90047	53611	53611
estExt_fgenesh1_pm.C_90049	53613	53613
estExt_fgenesh1_pm.C_90050	53614	53614
estExt_fgenesh1_pm.C_90052	53616	53616
estExt_fgenesh1_pm.C_90056	53618	53618
estExt_fgenesh1_pm.C_90059	53620	53620
estExt_fgenesh1_pm.C_90065	53625	53625
estExt_fgenesh1_pm.C_90073	53631	53631
estExt_fgenesh1_pm.C_90075	53633	53633
estExt_fgenesh1_pm.C_90077	53635	53635
estExt_fgenesh1_pm.C_90083	53640	53640
estExt_fgenesh1_pm.C_90084	53641	53641
estExt_fgenesh1_pm.C_90099	53651	53651
estExt_fgenesh1_pm.C_90115	53663	53663
estExt_fgenesh1_pm.C_90117	53665	53665
estExt_fgenesh1_pm.C_90120	53668	53668
estExt_fgenesh1_pm.C_90122	53669	53669
estExt_fgenesh1_pm.C_90123	53670	53670
estExt_fgenesh1_pm.C_90124	53671	53671
estExt_fgenesh1_pm.C_90126	53673	53673
estExt_fgenesh1_pm.C_90131	53676	53676
estExt_fgenesh1_pm.C_90137	53679	53679
estExt_fgenesh1_pm.C_90140	53682	53682
estExt_fgenesh1_pm.C_90152	53690	53690
estExt_fgenesh1_pm.C_90160	53697	53697
estExt_fgenesh1_pm.C_90162	53699	53699
estExt_fgenesh1_pm.C_90165	53702	53702
estExt_fgenesh1_pm.C_90167	53704	53704
estExt_fgenesh1_pm.C_100005	53708	53708
estExt_fgenesh1_pm.C_100013	53713	53713
estExt_fgenesh1_pm.C_100014	53714	53714
estExt_fgenesh1_pm.C_100018	53717	53717
estExt_fgenesh1_pm.C_100021	53720	53720
estExt_fgenesh1_pm.C_100025	53722	53722
estExt_fgenesh1_pm.C_100035	53726	53726
estExt_fgenesh1_pm.C_100048	53735	53735
estExt_fgenesh1_pm.C_100050	53737	53737
estExt_fgenesh1_pm.C_100051	53738	53738
estExt_fgenesh1_pm.C_100063	53746	53746
estExt_fgenesh1_pm.C_100064	53747	53747
estExt_fgenesh1_pm.C_100068	53751	53751
estExt_fgenesh1_pm.C_100069	53752	53752
estExt_fgenesh1_pm.C_100082	53759	53759
estExt_fgenesh1_pm.C_100087	53762	53762
estExt_fgenesh1_pm.C_100094	53769	53769
estExt_fgenesh1_pm.C_100097	53771	53771
estExt_fgenesh1_pm.C_100118	53791	53791
estExt_fgenesh1_pm.C_100125	53798	53798
estExt_fgenesh1_pm.C_100126	53799	53799
estExt_fgenesh1_pm.C_100131	53803	53803
estExt_fgenesh1_pm.C_100134	53805	53805
estExt_fgenesh1_pm.C_100138	53808	53808
estExt_fgenesh1_pm.C_100143	53811	53811
estExt_fgenesh1_pm.C_100146	53813	53813
estExt_fgenesh1_pm.C_100148	53815	53815
estExt_fgenesh1_pm.C_100150	53816	53816
estExt_fgenesh1_pm.C_100158	53820	53820
estExt_fgenesh1_pm.C_100160	53821	53821
estExt_fgenesh1_pm.C_100163	53824	53824
estExt_fgenesh1_pm.C_100166	53826	53826
estExt_fgenesh1_pm.C_100173	53833	53833
estExt_fgenesh1_pm.C_100177	53835	53835
estExt_fgenesh1_pm.C_100178	53836	53836
estExt_fgenesh1_pm.C_100179	53837	53837
estExt_fgenesh1_pm.C_110004	53846	53846
estExt_fgenesh1_pm.C_110028	53862	53862
estExt_fgenesh1_pm.C_110029	53863	53863
estExt_fgenesh1_pm.C_110030	53864	53864
estExt_fgenesh1_pm.C_110033	53867	53867
estExt_fgenesh1_pm.C_110041	53871	53871
estExt_fgenesh1_pm.C_110046	53875	53875
estExt_fgenesh1_pm.C_110057	53879	53879
estExt_fgenesh1_pm.C_110065	53884	53884
