Gene Name	Gene Start (bp)	Gene End (bp)	Chromosome Name	Strand
Genemark1.6893_g	539060	544568	scaffold_16	-1
estExt_Genewise1.C_20724	3500936	3503250	scaffold_2	-1
estExt_Genewise1Plus.C_40685	2663398	2677671	scaffold_4	1
Genemark1.301_g	1664342	1664935	scaffold_1	-1
fgenesh1_kg.14_#_98_#_2258_1_CBOZ_CBPA	1473627	1475288	scaffold_14	1
estExt_fgenesh1_pm.C_70111	1223611	1225086	scaffold_7	1
fgenesh1_kg.2_#_204_#_3327_1_CBOZ_CBPA	3700573	3703416	scaffold_2	-1
fgenesh1_pg.13_#_166	1174023	1175744	scaffold_13	1
Genemark1.3497_g	1798190	1802100	scaffold_6	-1
estExt_fgenesh1_pg.C_90038	316455	319436	scaffold_9	-1
estExt_Genemark1.C_150057	334779	336091	scaffold_15	-1
estExt_Genemark1.C_70388	1965194	1966988	scaffold_7	1
estExt_Genewise1Plus.C_140169	1108689	1111505	scaffold_14	-1
estExt_Genewise1Plus.C_10605	3092999	3096171	scaffold_1	-1
fgenesh1_kg.24_#_26_#_843_1_CBOZ_CBPA	496327	499056	scaffold_24	-1
estExt_fgenesh1_pm.C_120033	576448	578021	scaffold_12	-1
estExt_fgenesh1_pg.C_70153	1101729	1103871	scaffold_7	1
fgenesh1_pm.3_#_130	1486007	1486679	scaffold_3	1
e_gw1.1.506.1	2524888	2526385	scaffold_1	1
Genemark1.3162_g	157647	163256	scaffold_6	1
Genemark1.8718_g	50988	54381	scaffold_25	1
fgenesh1_kg.17_#_39_#_1525_0_CBOZ6498.b1_CBOZ_CBPA	1279057	1280859	scaffold_17	1
e_gw1.15.26.1	1349695	1355763	scaffold_15	1
fgenesh1_kg.13_#_4_#_3573_0_CBOZ3057.g1_CBOZ_CBPA	96782	97438	scaffold_13	1
estExt_fgenesh1_pm.C_150103	1344509	1346642	scaffold_15	1
fgenesh1_pg.1_#_347	2432471	2433821	scaffold_1	1
estExt_fgenesh1_pm.C_60190	2029239	2030684	scaffold_6	-1
estExt_fgenesh1_pm.C_210009	272966	274315	scaffold_21	1
fgenesh1_pg.28_#_34	203641	206130	scaffold_28	1
Genemark1.6723_g	1012479	1016344	scaffold_15	1
e_gw1.1.355.1	3896024	3899913	scaffold_1	1
Genemark1.1698_g	1291542	1294929	scaffold_3	-1
fgenesh1_pg.13_#_196	1427082	1433555	scaffold_13	-1
fgenesh1_pg.17_#_10	53748	55734	scaffold_17	-1
fgenesh1_kg.6_#_39_#_1706_1_CBOZ_CBPA	751071	753002	scaffold_6	-1
estExt_fgenesh1_pm.C_90056	681523	683156	scaffold_9	1
Genemark1.4552_g	527869	531775	scaffold_9	1
fgenesh1_pg.22_#_116	859605	863261	scaffold_22	-1
e_gw1.12.170.1	627426	630701	scaffold_12	1
estExt_Genewise1Plus.C_230146	792257	794339	scaffold_23	-1
fgenesh1_pm.12_#_148	1740870	1745993	scaffold_12	-1
estExt_Genewise1Plus.C_30403	1881328	1886066	scaffold_3	1
fgenesh1_pg.24_#_33	329806	331468	scaffold_24	1
estExt_fgenesh1_pm.C_40169	1965619	1967122	scaffold_4	1
fgenesh1_pg.10_#_144	1027633	1030559	scaffold_10	1
estExt_Genewise1.C_110295	1295596	1297665	scaffold_11	-1
estExt_Genewise1Plus.C_20081	334747	338595	scaffold_2	1
Genemark1.47_g	240546	241004	scaffold_1	-1
estExt_Genemark1.C_200003	12197	15161	scaffold_20	-1
Genemark1.6669_g	732111	753303	scaffold_15	-1
estExt_fgenesh1_pm.C_70076	1033152	1034052	scaffold_7	-1
estExt_Genemark1.C_60438	2201179	2204041	scaffold_6	1
gw1.18.300.1	1374568	1374864	scaffold_18	-1
e_gw1.10.11.1	84618	92931	scaffold_10	-1
e_gw1.2.31.1	2786110	2795834	scaffold_2	-1
Genemark1.7981_g	966208	967641	scaffold_20	-1
e_gw1.3.13.1	1871931	1878828	scaffold_3	1
fgenesh1_kg.9_#_55_#_4243_1_CBOZ_CBPA	810888	812072	scaffold_9	-1
estExt_Genemark1.C_10636	3372164	3374641	scaffold_1	-1
estExt_Genemark1.C_70179	990420	996597	scaffold_7	1
estExt_Genemark1.C_10169	962150	968556	scaffold_1	1
estExt_fgenesh1_pm.C_40112	1531855	1536119	scaffold_4	1
e_gw1.3.439.1	2969731	2971215	scaffold_3	1
fgenesh1_kg.25_#_13_#_984_1_CBOZ_CBPA	392262	394636	scaffold_25	1
estExt_Genewise1Plus.C_60083	578707	580945	scaffold_6	1
Genemark1.649_g	3445757	3447179	scaffold_1	1
Genemark1.5641_g	468737	471673	scaffold_12	1
estExt_fgenesh1_pm.C_110151	1851519	1855582	scaffold_11	-1
estExt_fgenesh1_pg.C_60313	2010265	2012980	scaffold_6	-1
estExt_fgenesh1_pm.C_130049	616147	617824	scaffold_13	1
e_gw1.1.689.1	480428	481464	scaffold_1	1
estExt_fgenesh1_pm.C_170066	1304975	1310099	scaffold_17	1
estExt_Genemark1.C_170171	1168028	1170474	scaffold_17	-1
estExt_fgenesh1_pg.C_30166	1182869	1184504	scaffold_3	-1
gw1.13.294.1	207304	207537	scaffold_13	1
Genemark1.6385_g	893799	895370	scaffold_14	1
Genemark1.2710_g	644815	647034	scaffold_5	-1
Genemark1.1557_g	531515	535809	scaffold_3	1
fgenesh1_pg.2_#_476	3305084	3311054	scaffold_2	-1
estExt_Genewise1Plus.C_120403	1860005	1862986	scaffold_12	-1
Genemark1.1748_g	1579098	1582344	scaffold_3	1
e_gw1.1.673.1	3183910	3185777	scaffold_1	1
estExt_fgenesh1_pg.C_10045	302583	309712	scaffold_1	1
Genemark1.8504_g	513388	515395	scaffold_23	1
fgenesh1_pg.13_#_219	1657029	1657940	scaffold_13	-1
fgenesh1_pg.13_#_175	1246754	1248285	scaffold_13	-1
fgenesh1_pm.3_#_82	994557	997524	scaffold_3	1
fgenesh1_pg.15_#_103	719393	721825	scaffold_15	1
Genemark1.4144_g	147702	148250	scaffold_8	-1
estExt_fgenesh1_pm.C_140113	1341471	1346048	scaffold_14	-1
Genemark1.987_g	1400750	1402095	scaffold_2	-1
e_gw1.2.222.1	1984402	1987245	scaffold_2	-1
e_gw1.1.439.1	3267511	3269366	scaffold_1	-1
estExt_fgenesh1_pg.C_30371	2781493	2785038	scaffold_3	1
Genemark1.3949_g	1473199	1478497	scaffold_7	1
e_gw1.5.236.1	2173643	2176289	scaffold_5	1
fgenesh1_pg.22_#_101	739400	748602	scaffold_22	1
fgenesh1_kg.6_#_12_#_3961_1_CBOZ_CBPA	178933	182033	scaffold_6	1
estExt_Genemark1.C_10473	2534364	2540653	scaffold_1	1
fgenesh1_pg.9_#_107	765825	770029	scaffold_9	-1
estExt_Genemark1.C_230137	766892	781303	scaffold_23	1
estExt_fgenesh1_pg.C_120067	420869	425406	scaffold_12	-1
estExt_fgenesh1_pg.C_130010	77777	83037	scaffold_13	1
estExt_fgenesh1_pm.C_110029	520450	527121	scaffold_11	1
e_gw1.13.198.1	1630074	1631927	scaffold_13	1
estExt_Genewise1Plus.C_140113	768409	771806	scaffold_14	1
estExt_fgenesh1_pm.C_30191	2138320	2148336	scaffold_3	1
Genemark1.5812_g	1368326	1373294	scaffold_12	1
fgenesh1_kg.3_#_72_#_226_1_CBOZ_CBPA	1206904	1208595	scaffold_3	-1
gw1.11.285.1	1737136	1738355	scaffold_11	1
fgenesh1_pg.6_#_61	438096	443784	scaffold_6	-1
gw1.4.586.1	1932728	1933953	scaffold_4	1
fgenesh1_pm.22_#_37	559261	560892	scaffold_22	1
estExt_Genemark1.C_110087	541771	546607	scaffold_11	1
Genemark1.6159_g	1274081	1277081	scaffold_13	1
gw1.13.261.1	590630	591007	scaffold_13	-1
estExt_fgenesh1_pm.C_40212	2388687	2391289	scaffold_4	1
Genemark1.3271_g	698224	702565	scaffold_6	-1
e_gw1.2.383.1	1849664	1851796	scaffold_2	-1
estExt_Genewise1.C_10266	1552432	1555315	scaffold_1	-1
estExt_Genewise1Plus.C_30080	458532	464728	scaffold_3	-1
e_gw1.7.203.1	2334241	2338188	scaffold_7	-1
fgenesh1_kg.12_#_120_#_4545_0_CBOZ2611.g1_CBOZ_CBPA	1873818	1874619	scaffold_12	1
gw1.4.824.1	2643657	2643989	scaffold_4	-1
estExt_Genemark1.C_150219	1199216	1201488	scaffold_15	1
e_gw1.12.399.1	1647277	1648423	scaffold_12	1
Genemark1.1372_g	3314641	3318892	scaffold_2	-1
estExt_fgenesh1_pg.C_10269	1990813	1995742	scaffold_1	1
estExt_Genewise1Plus.C_180238	1118723	1122016	scaffold_18	1
estExt_Genewise1.C_90039	237529	241817	scaffold_9	1
Genemark1.4195_g	450362	452726	scaffold_8	-1
e_gw1.16.3.1	754384	764042	scaffold_16	1
Genemark1.4142_g	142063	146516	scaffold_8	-1
estExt_Genemark1.C_40058	394046	402918	scaffold_4	1
e_gw1.4.377.1	2837473	2839047	scaffold_4	1
fgenesh1_kg.14_#_39_#_706_0_CBPA2210.g1_CBOZ_CBPA	708819	709579	scaffold_14	-1
gw1.13.267.1	136580	136936	scaffold_13	1
estExt_Genewise1Plus.C_20090	412050	415643	scaffold_2	-1
e_gw1.1.496.1	641373	644034	scaffold_1	1
fgenesh1_pg.16_#_72	486157	490986	scaffold_16	1
fgenesh1_pm.3_#_146	1627182	1630333	scaffold_3	1
Genemark1.8123_g	470445	473404	scaffold_21	1
e_gw1.11.354.1	1651923	1657893	scaffold_11	-1
gw1.2.206.1	858735	861470	scaffold_2	1
estExt_fgenesh1_pm.C_90050	593500	594904	scaffold_9	-1
estExt_fgenesh1_pm.C_160022	255457	258819	scaffold_16	-1
estExt_Genewise1Plus.C_190308	1297604	1301460	scaffold_19	1
estExt_Genemark1.C_180102	537887	539753	scaffold_18	1
estExt_Genewise1Plus.C_170021	88693	94358	scaffold_17	-1
fgenesh1_pm.2_#_144	1725595	1727944	scaffold_2	-1
e_gw1.2.214.1	2267949	2271580	scaffold_2	1
estExt_fgenesh1_pg.C_130046	335073	348099	scaffold_13	1
estExt_fgenesh1_pm.C_50168	1976530	1982549	scaffold_5	1
Genemark1.1091_g	1889624	1891317	scaffold_2	1
estExt_Genemark1.C_20565	2951083	2952745	scaffold_2	-1
e_gw1.21.188.1	1006460	1008327	scaffold_21	1
fgenesh1_pm.11_#_50	776855	777520	scaffold_11	1
fgenesh1_pg.5_#_213	1470792	1473872	scaffold_5	-1
estExt_fgenesh1_pg.C_140127	950094	954009	scaffold_14	-1
fgenesh1_kg.5_#_22_#_0_0_CBOZ7351.b1_CBOZ_CBPA	521603	522354	scaffold_5	1
estExt_fgenesh1_pg.C_50113	876236	879079	scaffold_5	-1
estExt_fgenesh1_pg.C_150150	1023568	1028250	scaffold_15	1
estExt_Genemark1.C_100109	669887	671853	scaffold_10	-1
estExt_Genewise1.C_20745	3592171	3599984	scaffold_2	1
e_gw1.5.322.1	2065008	2068622	scaffold_5	-1
fgenesh1_pg.4_#_137	1093731	1095820	scaffold_4	1
estExt_fgenesh1_pm.C_20110	1510533	1511898	scaffold_2	-1
estExt_fgenesh1_pm.C_180073	897946	899091	scaffold_18	1
Genemark1.6045_g	636563	638116	scaffold_13	1
estExt_fgenesh1_pg.C_150032	240085	253742	scaffold_15	1
estExt_Genemark1.C_10729	3928888	3931822	scaffold_1	-1
estExt_Genemark1.C_170176	1190114	1192372	scaffold_17	1
fgenesh1_pg.5_#_269	1914067	1916485	scaffold_5	-1
fgenesh1_pm.1_#_298	3548922	3550761	scaffold_1	-1
estExt_Genewise1Plus.C_50260	1377268	1380546	scaffold_5	-1
gw1.8.454.1	393878	394111	scaffold_8	-1
estExt_fgenesh1_pm.C_60086	1042421	1043758	scaffold_6	1
fgenesh1_pg.6_#_251	1608712	1609934	scaffold_6	1
estExt_Genemark1.C_20329	1823389	1825887	scaffold_2	-1
e_gw1.6.231.1	172794	176618	scaffold_6	-1
fgenesh1_pg.18_#_109	741017	742665	scaffold_18	1
estExt_fgenesh1_pg.C_190130	1011941	1014335	scaffold_19	1
Genemark1.49_g	246943	251716	scaffold_1	-1
Genemark1.3398_g	1335750	1340090	scaffold_6	1
estExt_Genemark1.C_50161	848488	852714	scaffold_5	1
Genemark1.407_g	2238053	2243027	scaffold_1	-1
Genemark1.7492_g	1022079	1030982	scaffold_18	-1
estExt_Genemark1.C_230089	516628	519365	scaffold_23	1
estExt_Genemark1.C_70074	461624	463723	scaffold_7	1
fgenesh1_pg.22_#_63	470709	472270	scaffold_22	1
fgenesh1_pm.7_#_156	1603954	1606750	scaffold_7	-1
estExt_Genewise1Plus.C_20309	1666433	1668551	scaffold_2	-1
e_gw1.9.89.1	1586348	1591019	scaffold_9	-1
fgenesh1_kg.12_#_48_#_3741_1_CBOZ_CBPA	949568	950826	scaffold_12	-1
fgenesh1_pg.5_#_327	2341211	2362069	scaffold_5	-1
estExt_Genewise1Plus.C_30441	2078634	2081500	scaffold_3	1
fgenesh1_kg.19_#_84_#_4352_1_CBOZ_CBPA	1240583	1242434	scaffold_19	1
fgenesh1_pm.11_#_27	509596	515627	scaffold_11	-1
fgenesh1_kg.8_#_10_#_1848_1_CBOZ_CBPA	175909	176715	scaffold_8	-1
Genemark1.5373_g	952463	953192	scaffold_11	-1
Genemark1.4343_g	1285460	1288621	scaffold_8	1
estExt_fgenesh1_pm.C_270020	269324	270898	scaffold_27	1
estExt_Genemark1.C_70166	928849	934299	scaffold_7	1
estExt_fgenesh1_pg.C_110193	1297809	1300772	scaffold_11	1
estExt_Genemark1.C_220174	940840	944168	scaffold_22	1
estExt_Genemark1.C_50329	1698585	1702955	scaffold_5	-1
e_gw1.1.617.1	395391	397283	scaffold_1	1
fgenesh1_kg.16_#_39_#_2285_1_CBOZ_CBPA	775009	775588	scaffold_16	1
fgenesh1_pg.18_#_176	1111666	1112764	scaffold_18	-1
estExt_fgenesh1_pg.C_40013	78947	112146	scaffold_4	1
Genemark1.6699_g	885274	888163	scaffold_15	1
Genemark1.4584_g	690798	691969	scaffold_9	1
e_gw1.2.451.1	2006691	2008603	scaffold_2	1
e_gw1.1.511.1	165446	168415	scaffold_1	1
Genemark1.2339_g	1825886	1826606	scaffold_4	1
Genemark1.1988_g	2822115	2835089	scaffold_3	-1
Genemark1.7056_g	1330966	1333593	scaffold_16	-1
estExt_Genemark1.C_160025	136827	137837	scaffold_16	1
fgenesh1_pg.3_#_95	686384	690074	scaffold_3	1
estExt_fgenesh1_pm.C_60076	923919	929279	scaffold_6	1
gw1.8.37.1	1942721	1946376	scaffold_8	1
fgenesh1_pg.2_#_345	2401624	2406446	scaffold_2	1
estExt_Genemark1.C_20334	1842794	1845590	scaffold_2	-1
Genemark1.2062_g	274478	280023	scaffold_4	-1
gw1.9.407.1	1481419	1481676	scaffold_9	1
fgenesh1_kg.3_#_179_#_3430_0_CBOZ2420.g1_CBOZ_CBPA	2816943	2817744	scaffold_3	1
e_gw1.15.95.1	38843	42215	scaffold_15	-1
Genemark1.8671_g	563059	565682	scaffold_24	1
estExt_Genemark1.C_220120	624087	629433	scaffold_22	1
estExt_fgenesh1_pg.C_30079	598320	601533	scaffold_3	1
estExt_Genemark1.C_150192	1035676	1039200	scaffold_15	-1
estExt_fgenesh1_pm.C_210021	530286	539283	scaffold_21	-1
estExt_Genewise1.C_220080	512995	516745	scaffold_22	-1
e_gw1.4.483.1	1925438	1926868	scaffold_4	-1
estExt_fgenesh1_pg.C_30069	505828	508218	scaffold_3	1
Genemark1.5055_g	1189152	1190578	scaffold_10	-1
fgenesh1_pg.13_#_116	809350	810266	scaffold_13	1
estExt_fgenesh1_pm.C_30024	324075	326839	scaffold_3	1
fgenesh1_kg.4_#_6_#_1136_1_CBOZ_CBPA	63354	64039	scaffold_4	-1
gw1.10.428.1	1742512	1743420	scaffold_10	-1
fgenesh1_pg.4_#_344	2348621	2350108	scaffold_4	-1
fgenesh1_pm.4_#_71	1073073	1083690	scaffold_4	1
Genemark1.3925_g	1392165	1393055	scaffold_7	1
estExt_fgenesh1_pg.C_40366	2548635	2552576	scaffold_4	-1
estExt_fgenesh1_pm.C_20296	3495062	3499323	scaffold_2	-1
Genemark1.4165_g	269696	271641	scaffold_8	1
fgenesh1_pg.6_#_370	2445290	2447766	scaffold_6	-1
estExt_fgenesh1_pg.C_50164	1205898	1211874	scaffold_5	-1
e_gw1.2.290.1	1669831	1672583	scaffold_2	1
fgenesh1_pg.9_#_16	127499	130706	scaffold_9	-1
estExt_Genewise1Plus.C_10343	1981689	1984195	scaffold_1	1
Genemark1.8632_g	308687	311337	scaffold_24	-1
Genemark1.2023_g	3053800	3054452	scaffold_3	1
estExt_fgenesh1_pg.C_20478	3417063	3424322	scaffold_2	1
Genemark1.4972_g	806701	817096	scaffold_10	1
estExt_fgenesh1_pg.C_10077	539968	544897	scaffold_1	-1
Genemark1.3768_g	677117	688987	scaffold_7	-1
estExt_Genemark1.C_50294	1499117	1501814	scaffold_5	-1
estExt_fgenesh1_pg.C_210005	26781	28488	scaffold_21	-1
fgenesh1_kg.6_#_94_#_5181_0_CBPA4418.g1_CBOZ_CBPA	1331989	1334494	scaffold_6	-1
Genemark1.358_g	2007756	2011818	scaffold_1	1
estExt_Genewise1.C_170051	296329	299280	scaffold_17	1
estExt_Genemark1.C_120278	1425519	1428723	scaffold_12	-1
Genemark1.83_g	437124	441307	scaffold_1	1
fgenesh1_kg.1_#_93_#_4879_0_CBOZ6091.g1_CBOZ_CBPA	2003417	2004105	scaffold_1	1
Genemark1.6796_g	744	5609	scaffold_16	-1
fgenesh1_kg.23_#_18_#_2126_1_CBOZ_CBPA	523526	525539	scaffold_23	1
fgenesh1_kg.24_#_10_#_4760_0_CBOZ5061.g1_CBOZ_CBPA	272015	272768	scaffold_24	1
estExt_fgenesh1_pm.C_30041	467964	470281	scaffold_3	1
estExt_Genemark1.C_180259	1281664	1285661	scaffold_18	1
fgenesh1_pg.3_#_180	1264084	1269805	scaffold_3	-1
estExt_Genemark1.C_80209	1206150	1208284	scaffold_8	-1
Genemark1.2930_g	1737186	1740507	scaffold_5	1
estExt_fgenesh1_pm.C_230056	858061	858777	scaffold_23	1
fgenesh1_pg.5_#_122	916010	917878	scaffold_5	1
estExt_Genewise1Plus.C_60130	769911	771932	scaffold_6	1
estExt_fgenesh1_pm.C_40019	185183	186705	scaffold_4	1
Genemark1.4328_g	1210461	1210946	scaffold_8	-1
estExt_Genemark1.C_90156	865619	869187	scaffold_9	-1
fgenesh1_pm.2_#_271	2991149	2993009	scaffold_2	-1
estExt_fgenesh1_pm.C_150082	1123765	1131108	scaffold_15	1
estExt_Genewise1.C_40317	1547170	1549184	scaffold_4	-1
fgenesh1_pg.6_#_174	1169203	1174270	scaffold_6	-1
estExt_Genemark1.C_180183	963103	964975	scaffold_18	-1
estExt_fgenesh1_pm.C_200095	1087178	1089615	scaffold_20	-1
fgenesh1_kg.15_#_15_#_2491_1_CBOZ_CBPA	302878	303847	scaffold_15	1
estExt_Genemark1.C_50314	1609995	1612841	scaffold_5	1
estExt_Genewise1Plus.C_50236	1303658	1305082	scaffold_5	-1
fgenesh1_pg.2_#_550	3847508	3852755	scaffold_2	1
estExt_Genemark1.C_100115	696737	697864	scaffold_10	1
fgenesh1_kg.21_#_25_#_4733_0_CBOZ4798.g1_CBOZ_CBPA	615284	615729	scaffold_21	-1
fgenesh1_pg.17_#_137	1219469	1226425	scaffold_17	-1
e_gw1.9.299.1	39972	42191	scaffold_9	1
Genemark1.3485_g	1748929	1751436	scaffold_6	-1
Genemark1.7495_g	1043436	1046161	scaffold_18	1
Genemark1.5493_g	1566774	1567289	scaffold_11	-1
e_gw1.22.101.1	839775	841887	scaffold_22	1
gw1.12.351.1	1386229	1386975	scaffold_12	1
Genemark1.291_g	1601498	1604573	scaffold_1	-1
Genemark1.5538_g	1826299	1829579	scaffold_11	1
e_gw1.20.57.1	634865	639731	scaffold_20	-1
estExt_Genemark1.C_60437	2192242	2199706	scaffold_6	-1
Genemark1.830_g	543732	544799	scaffold_2	1
e_gw1.13.288.1	855074	855397	scaffold_13	1
Genemark1.8241_g	12663	15132	scaffold_22	1
fgenesh1_pg.1_#_425	2886222	2891262	scaffold_1	-1
estExt_Genewise1Plus.C_70130	774651	780152	scaffold_7	-1
Genemark1.3248_g	602723	603405	scaffold_6	1
Genemark1.2462_g	2343852	2346666	scaffold_4	1
gw1.9.159.1	1137225	1139414	scaffold_9	1
estExt_Genewise1Plus.C_200025	140726	143747	scaffold_20	1
estExt_Genewise1Plus.C_120300	1617351	1620714	scaffold_12	1
estExt_Genewise1Plus.C_30172	975549	978834	scaffold_3	-1
estExt_Genemark1.C_120140	736069	743570	scaffold_12	-1
e_gw1.9.8.1	1833772	1843713	scaffold_9	1
fgenesh1_pg.11_#_97	746571	749014	scaffold_11	-1
fgenesh1_kg.23_#_8_#_437_1_CBOZ_CBPA	211689	213763	scaffold_23	-1
Genemark1.5980_g	262250	266272	scaffold_13	-1
Genemark1.5004_g	945046	947572	scaffold_10	1
e_gw1.26.69.1	306576	307420	scaffold_26	-1
e_gw1.8.216.1	1862252	1864553	scaffold_8	1
e_gw1.1.376.1	35390	37229	scaffold_1	-1
e_gw1.21.58.1	11058	13065	scaffold_21	-1
fgenesh1_kg.7_#_94_#_153_1_CBOZ_CBPA	1400861	1402194	scaffold_7	1
Genemark1.3156_g	115763	120356	scaffold_6	-1
Genemark1.6141_g	1168799	1169558	scaffold_13	1
fgenesh1_pm.11_#_37	653486	656468	scaffold_11	-1
estExt_Genemark1.C_10437	2380629	2384875	scaffold_1	-1
fgenesh1_kg.4_#_20_#_3827_1_CBOZ_CBPA	418518	420050	scaffold_4	-1
e_gw1.20.151.1	1098652	1100506	scaffold_20	-1
fgenesh1_pm.9_#_24	300575	300730	scaffold_9	1
e_gw1.3.391.1	1760774	1762603	scaffold_3	-1
fgenesh1_pm.15_#_53	725417	728309	scaffold_15	-1
estExt_fgenesh1_pg.C_230060	480057	494785	scaffold_23	1
Genemark1.5684_g	711189	712535	scaffold_12	1
estExt_Genemark1.C_230056	330623	335636	scaffold_23	1
Genemark1.7696_g	743482	744650	scaffold_19	-1
estExt_fgenesh1_pg.C_40127	1063794	1072439	scaffold_4	-1
gw1.1.619.1	3447681	3450061	scaffold_1	-1
estExt_Genemark1.C_30198	1089953	1094078	scaffold_3	-1
Genemark1.6827_g	169695	170213	scaffold_16	1
fgenesh1_pm.5_#_85	1100139	1103676	scaffold_5	1
estExt_fgenesh1_pm.C_260004	75628	78587	scaffold_26	1
estExt_fgenesh1_pg.C_30349	2605260	2610090	scaffold_3	1
fgenesh1_kg.9_#_88_#_1835_1_CBOZ_CBPA	1309674	1311931	scaffold_9	1
estExt_fgenesh1_pm.C_160059	786121	787433	scaffold_16	-1
Genemark1.6218_g	1687956	1688864	scaffold_13	-1
Genemark1.4058_g	2095242	2109613	scaffold_7	1
estExt_Genemark1.C_130251	1423599	1426660	scaffold_13	1
estExt_fgenesh1_pm.C_80115	1633611	1638352	scaffold_8	1
estExt_fgenesh1_pg.C_30054	395672	401051	scaffold_3	1
estExt_fgenesh1_pm.C_20147	1782750	1784776	scaffold_2	-1
estExt_Genemark1.C_190208	1164407	1169385	scaffold_19	-1
estExt_fgenesh1_pg.C_270006	23582	25747	scaffold_27	-1
gw1.16.374.1	1195915	1196543	scaffold_16	1
fgenesh1_pg.7_#_115	800039	806472	scaffold_7	1
Genemark1.3170_g	192200	197431	scaffold_6	-1
gw1.3.576.1	2768364	2774155	scaffold_3	-1
Genemark1.89_g	471918	472890	scaffold_1	-1
Genemark1.3560_g	2103372	2104368	scaffold_6	1
gw1.14.157.1	1085880	1088922	scaffold_14	-1
Genemark1.1395_g	3457477	3460431	scaffold_2	1
Genemark1.8849_g	272356	274900	scaffold_26	1
fgenesh1_pg.1_#_387	2673591	2676271	scaffold_1	-1
estExt_Genewise1Plus.C_60076	558905	561405	scaffold_6	1
Genemark1.132_g	735182	737730	scaffold_1	1
estExt_fgenesh1_pg.C_30369	2751964	2765603	scaffold_3	-1
estExt_Genewise1Plus.C_20690	3331283	3334181	scaffold_2	1
gw1.11.254.1	1554755	1557461	scaffold_11	1
estExt_Genemark1.C_30113	633574	638437	scaffold_3	-1
estExt_fgenesh1_pm.C_120088	1279286	1281274	scaffold_12	1
estExt_Genemark1.C_40199	1234995	1237078	scaffold_4	1
e_gw1.4.252.1	1725816	1728085	scaffold_4	-1
estExt_Genemark1.C_60470	2394377	2402626	scaffold_6	1
Genemark1.6296_g	413423	415406	scaffold_14	-1
fgenesh1_pm.4_#_96	1386415	1388897	scaffold_4	1
Genemark1.1866_g	2172312	2177717	scaffold_3	1
estExt_Genemark1.C_30145	788824	790751	scaffold_3	-1
e_gw1.7.245.1	770524	772377	scaffold_7	1
fgenesh1_kg.14_#_85_#_3608_0_CBOZ4926.g1_CBOZ_CBPA	1348578	1349251	scaffold_14	-1
Genemark1.8331_g	489857	491006	scaffold_22	1
Genemark1.4868_g	235303	238273	scaffold_10	1
estExt_Genewise1.C_270006	76986	100776	scaffold_27	-1
fgenesh1_kg.6_#_117_#_2790_1_CBOZ_CBPA	1647270	1648288	scaffold_6	-1
fgenesh1_pg.13_#_164	1163466	1167589	scaffold_13	-1
estExt_Genewise1.C_40196	1020845	1023607	scaffold_4	-1
fgenesh1_pm.1_#_139	1901168	1902631	scaffold_1	-1
fgenesh1_pg.5_#_178	1263689	1267636	scaffold_5	-1
Genemark1.642_g	3401084	3403282	scaffold_1	1
gw1.6.553.1	2385612	2385858	scaffold_6	1
Genemark1.1163_g	2229071	2231093	scaffold_2	1
estExt_fgenesh1_pg.C_140025	191531	192911	scaffold_14	1
Genemark1.4174_g	323294	325954	scaffold_8	-1
Genemark1.6805_g	50886	51970	scaffold_16	1
fgenesh1_pg.1_#_124	941470	944810	scaffold_1	1
fgenesh1_pg.3_#_203	1450429	1456944	scaffold_3	-1
Genemark1.8276_g	203179	203731	scaffold_22	1
estExt_fgenesh1_pg.C_120161	1061952	1065388	scaffold_12	-1
fgenesh1_pg.5_#_124	924807	927067	scaffold_5	1
e_gw1.4.453.1	1013183	1015667	scaffold_4	-1
Genemark1.2904_g	1604319	1608906	scaffold_5	-1
estExt_fgenesh1_pg.C_120236	1537927	1539428	scaffold_12	-1
Genemark1.5744_g	1017952	1019117	scaffold_12	1
estExt_Genemark1.C_50043	247669	255948	scaffold_5	-1
estExt_fgenesh1_pg.C_190023	208062	212991	scaffold_19	-1
fgenesh1_pg.5_#_42	348399	350719	scaffold_5	1
Genemark1.421_g	2303868	2306654	scaffold_1	1
estExt_fgenesh1_pm.C_70115	1271752	1273320	scaffold_7	1
estExt_Genemark1.C_40267	1595769	1603499	scaffold_4	-1
Genemark1.5544_g	1866353	1878188	scaffold_11	-1
Genemark1.8000_g	1051641	1053474	scaffold_20	-1
fgenesh1_pg.11_#_185	1238658	1242553	scaffold_11	-1
Genemark1.1782_g	1748686	1749871	scaffold_3	-1
fgenesh1_kg.20_#_10_#_4079_1_CBOZ_CBPA	94349	96672	scaffold_20	-1
fgenesh1_pg.28_#_3	47220	50188	scaffold_28	1
gw1.8.424.1	595408	596378	scaffold_8	1
estExt_fgenesh1_pm.C_100014	254748	260564	scaffold_10	-1
Genemark1.1195_g	2380267	2382117	scaffold_2	-1
fgenesh1_kg.4_#_167_#_663_1_CBOZ_CBPA	2836321	2837112	scaffold_4	-1
e_gw1.5.159.1	2561133	2564462	scaffold_5	1
Genemark1.2040_g	122228	125292	scaffold_4	1
fgenesh1_pm.6_#_223	2553463	2557891	scaffold_6	1
e_gw1.13.46.1	482904	487192	scaffold_13	1
e_gw1.4.238.1	1029363	1032210	scaffold_4	1
estExt_Genemark1.C_90254	1290551	1293324	scaffold_9	1
Genemark1.7232_g	1023392	1023998	scaffold_17	1
